
# 
-180.000000     0.002160
-155.444580     0.049676
-127.381242     0.088553
-84.847747      0.118790
-83.000000       0.111578
-81.000000       0.109529
-79.000000       0.107307
-77.000000       0.104574
-75.000000       0.101924
-73.000000       0.099422
-71.000000       0.097083
-69.000000       0.094282
-67.000000       0.091509
-65.000000       0.088937
-63.000000       0.086618
-61.000000       0.084993
-59.000000       0.084405
-57.000000       0.084065
-55.000000       0.083979
-53.000000       0.084150
-51.000000       0.084585
-49.000000       0.085133
-47.000000       0.084831
-45.000000       0.084135
-43.000000       0.083629
-41.000000       0.083319
-39.000000       0.082857
-37.000000       0.081386
-35.000000       0.078832
-33.000000       0.076293
-31.000000       0.073780
-29.000000       0.070542
-27.000000       0.066352
-25.000000       0.059782
-23.000000       0.052199
-21.000000       0.048019
-19.000000       0.036628
-17.000000       0.008613
-15.000000      -0.021966
-13.000000      -0.051723
-11.000000      -0.061373
-9.000000      -0.055043
-7.000000      -0.042039
-5.000000      -0.030525
-3.000000      -0.020684
-1.000000      -0.012551
1.000000      -0.006150
3.000000      -0.001511
5.000000       0.001345
7.000000       0.002421
9.000000       0.001690
11.000000      -0.001231
13.000000      -0.004202
15.000000      -0.006967
17.000000      -0.015326
19.000000      -0.039137
21.000000      -0.053761
23.000000      -0.057517
25.000000      -0.059092
27.000000      -0.059484
29.000000      -0.057321
31.000000      -0.055292
33.000000      -0.055424
35.000000      -0.055607
37.000000      -0.055193
39.000000      -0.054363
41.000000      -0.053475
43.000000      -0.052650
45.000000      -0.054951
47.000000      -0.057268
49.000000      -0.059612
51.000000      -0.061994
53.000000      -0.063932
55.000000      -0.065632
57.000000      -0.068524
59.000000      -0.071343
61.000000      -0.074801
63.000000      -0.079945
65.000000      -0.084862
67.000000      -0.089696
69.000000      -0.094872
71.000000      -0.099632
73.000000      -0.103974
75.000000      -0.107735
77.000000      -0.111800
79.000000      -0.115339
81.000000      -0.117895
83.000000      -0.116303
85.724726       -0.110151
121.680877      -0.079914
154.567600      -0.041037
180.000000      0.002160


